"PROMOTER_TYPE","SURVEY_RESPONSE_DATE","SURVEY_ID","LIKELIHOOD_TO_RECOMMEND","SUPPORT_SATISFACTION","TICKET_NUM"
"Detractor","2017-07-10","3464144","5","8","23791,227,000"
"Promoter","2017-05-07","2393288","9","8","24359,999,760"
"Passive","2018-02-06","6229171","7","9","24535,124,848"
"Promoter","2017-03-15","1789925","9","10","24891,082,000"
"Promoter","2016-11-17","929098","10","10","27431,999,672"
"Passive","2018-05-08","7745948","7","10","28118,100,838"
"Promoter","2016-10-28","795023","9","9","28420,075,724"
"Passive","2016-10-18","711144","8","8","29774,077,724"
"Passive","2017-08-28","3991843","8","6","29893,999,724"
"Passive","2017-04-10","2033367","7","8","30422,227,000"
"Passive","2017-06-15","3223730","8","7","30887,999,661"
"Promoter","2016-11-03","836101","9","9","34528,841,758"
"Passive","2017-07-10","3464476","8","7","34561,L6Q,000"
"Passive","2017-07-18","3525236","8","8","38837,664,706"
"Detractor","2017-02-07","1480449","5","7","39459,642,760"
"Promoter","2016-12-06","1047337","9","10","40398,662,706"
"Passive","2017-05-08","2438672","8","","40586,442,000"
"Passive","2016-11-14","900188","8","10","41041,057,649"
"Promoter","2018-03-08","6690613","9","9","41073,756,000"
"Passive","2017-09-20","4298734","8","10","41949,675,760"
"Promoter","2017-08-11","3769935","9","9","42558,227,000"
"Promoter","2017-07-21","3563088","10","10","42136,227,000"
"Passive","2016-12-30","1208522","8","8","42599,122,000"
"Detractor","2017-09-15","4219766","4","3","43826,227,000"
"Passive","2016-12-02","1029429","8","8","44672,442,000"
"Promoter","2017-03-21","1838567","10","10","45741,L6Q,000"
"Passive","2017-10-02","4437120","7","9","45759,010,678"
"Promoter","2018-01-05","5881036","9","7","48921,004,000"
"Detractor","2016-12-05","1046777","6","6","50123,442,000"
"Promoter","2018-04-10","7196809","9","10","51261,300,838"
"Promoter","2017-09-28","4410808","9","9","521420"
"Promoter","2017-02-01","1429140","10","5","52487,122,000"
"Detractor","2016-12-18","1130655","1","6","52535,644,760"
"Passive","2017-10-12","4737199","7","8","527190"
"Promoter","2016-12-30","1208476","10","10","53171,442,000"
"Promoter","2017-01-23","1372035","9","9","53575,122,000"
"Promoter","2016-11-10","879645","9","9","53908,841,758"
"Promoter","2017-09-07","4163491","9","9","55194,830,758"
"Promoter","2018-01-29","6141636","10","10","42938,67C,760"
"Passive","2017-05-15","2481195","8","","43044,442,000"
"Passive","2017-02-01","1430589","8","10","43285,634,760"
"Promoter","2016-12-11","1073385","9","9","44717,082,000"
"Promoter","2017-10-30","4916646","9","10","47529,004,000"
"Promoter","2017-12-14","5753341","10","10","48393,122,000"
"Promoter","2017-03-30","1966910","9","9","48488,L6Q,000"
"Promoter","2018-04-08","7140359","10","10","49152,000,856"
"Promoter","2016-10-04","627456","9","9","50936,L6Q,000"
"Detractor","2017-07-03","3373423","5","10","51018,L6Q,000"
"Promoter","2016-10-04","628791","10","10","51781,L6Q,000"
"Passive","2016-10-24","710759","7","7","51802,650,706"
"Passive","2016-11-14","887429","7","10","51867,661,706"
"Promoter","2017-01-20","1356444","10","10","52934,122,000"
"Passive","2017-11-06","5114326","7","7","531810"
"Promoter","2017-06-20","3236269","10","10","53284,999,858"
"Promoter","2017-06-19","3235099","10","10","53305,122,000"
"Passive","2017-04-17","2258420","7","10","54565,082,000"
"Promoter","2017-08-28","4019687","10","10","54721,L6Q,000"
"Promoter","2017-04-03","1968693","10","10","54849,227,000"
"Passive","2017-03-16","1748506","7","7","55134,870,871"
"Promoter","2018-03-18","6740856","10","10","56695,999,744"
"Passive","2018-02-08","6229869","8","10","57333,999,760"
"Promoter","2016-10-24","756556","10","10","60477,632,760"
"Promoter","2018-03-20","6878379","9","9","60814,000,738"
"Promoter","2016-10-13","689422","10","10","61534,L6Q,000"
"Promoter","2016-10-06","644556","10","10","61808,L6Q,000"
"Passive","2017-11-23","5456130","8","8","63314,035,724"
"Passive","2017-10-09","4690104","8","7","65129,999,631"
"Promoter","2018-03-05","6622354","10","10","66084,999,631"
"Passive","2018-02-12","6229741","8","9","55341,999,760"
"Detractor","2018-05-09","7807876","5","6","577334"
"Promoter","2017-11-24","5352564","10","10","58560,613,760"
"Passive","2016-10-12","627712","8","10","59020,999,760"
"Passive","2018-03-26","6967335","7","6","60422,999,760"
"Detractor","2017-08-02","3674442","2","1","62071,082,000"
"Passive","2017-07-21","3538963","7","7","62279,632,760"
"Passive","2017-10-29","4862042","8","8","63812,672,760"
"Passive","2018-01-26","6065747","8","10","63832,035,724"
"Promoter","2017-05-16","2497130","10","10","64005,999,631"
"Promoter","2016-11-20","936289","9","9","64607,999,760"
"Promoter","2017-04-24","2320265","10","","66595,082,000"
"Promoter","2017-12-05","5609153","10","10","67368,004,000"
"Promoter","2017-01-20","1355148","10","10","68447,442,000"
"Promoter","2017-01-05","1257174","10","10","71754,999,758"
"Promoter","2017-05-15","2532922","10","10","75350,L6Q,000"
"Promoter","2016-11-18","900437","10","9","75705,004,000"
"Detractor","2017-08-24","3993873","2","0","77142,821,821"
"Promoter","2017-01-24","1377636","10","10","78285,082,000"
"Promoter","2017-08-25","3993633","9","9","79317,082,000"
"Promoter","2017-06-12","2992492","10","9","79323,122,000"
"Detractor","2017-08-02","3660506","0","0","80571,024,677"
"Passive","2016-10-31","811488","7","10","83966,124,672"
"Promoter","2017-06-09","3072478","10","10","85449,660,706"
"Detractor","2017-04-24","2301659","0","8","85730,227,000"
"Detractor","2017-05-07","2394432","0","0","85810,000,834"
"Detractor","2017-11-14","5208310","5","4","87430,227,000"
"Passive","2017-12-20","5806521","8","8","87874,000,834"
"Promoter","2017-01-23","1354989","10","10","88366,211,788"
"Promoter","2016-10-20","735683","10","7","88701,122,000"
"Promoter","2017-02-14","1518804","9","10","90173,442,000"
"Promoter","2017-06-26","3315900","9","9","90569,708,708"
"Promoter","2017-02-20","1577282","10","10","91305,000,744"
"Promoter","2018-03-20","6878496","10","10","91444,124,672"
"Promoter","2017-03-15","1748177","9","10","91738,122,000"
"Promoter","2017-06-29","3373319","10","10","92163,442,000"
"Promoter","2017-01-03","1237513","10","10","92931,L6Q,000"
"Passive","2016-11-22","947301","8","9","93331,227,000"
"Passive","2017-10-24","4821089","8","8","94618,000,744"
"Promoter","2018-01-26","6118863","10","10","94623,442,000"
"Passive","2017-10-09","4665615","8","8","TS000008317"
"Passive","2017-11-19","5280913","8","8","TS000027486"
"Detractor","2017-11-17","5310204","5","5","TS000047172"
"Promoter","2018-01-03","5872727","10","10","TS000075601"
"Promoter","2018-02-02","6144028","10","10","TS000099656"
"Promoter","2018-02-20","6425553","9","9","TS000113090"
"Promoter","2018-02-19","6410024","10","10","TS000116833"
"Promoter","2018-05-10","7949694","9","10","TS000135620"
"Promoter","2018-05-02","7546323","10","10","TS000813415"
"Promoter","2018-05-16","8090463","9","10","TS000918095"
"Passive","2017-12-05","5630553","8","9","66201,180,846"
"Promoter","2018-03-09","6710138","10","10","67080,227,000"
"Promoter","2017-07-13","3495738","9","9","68261,999,781"
"Passive","2017-09-26","4463829","8","0","68992,227,000"
"Promoter","2017-08-09","3696715","9","9","71682,180,846"
"Promoter","2018-03-28","6968173","10","8","71798,704,704"
"Promoter","2018-02-08","6269663","10","10","72041,632,760"
"Passive","2017-01-26","1391947","8","8","73233,101,616"
"Passive","2016-10-31","819930","8","9","73524,L6Q,000"
"Passive","2016-11-15","907063","7","10","73643,001,866"
"Promoter","2016-10-10","660562","10","10","74752,001,726"
"Promoter","2017-01-20","1354362","9","9","75674,082,000"
"Promoter","2018-01-29","6141920","9","7","75737,122,000"
"Promoter","2017-12-12","5723804","10","10","76252,L6Q,000"
"Passive","2018-03-28","7007588","7","7","76721,122,000"
"Promoter","2017-08-31","4083433","10","9","77446,082,000"
"Promoter","2017-05-15","2533768","10","10","78176,082,000"
"Promoter","2017-12-15","5766792","9","10","78650,L6Q,000"
"Promoter","2017-01-23","1371744","10","10","79239,082,000"
"Promoter","2017-05-30","2847317","10","10","79832,L6Q,000"
"Detractor","2017-05-04","2406889","5","5","79875,999,616"
"Promoter","2017-01-17","1324734","10","9","80066,021,724"
"Promoter","2016-11-28","970068","10","9","80071,L6Q,000"
"Promoter","2018-04-11","7232491","10","10","81765,227,000"
"Detractor","2017-06-07","3015571","0","0","82495,442,000"
"Promoter","2016-10-18","711103","10","10","82511,033,724"
"Promoter","2017-02-13","1520301","10","10","86722,124,672"
"Passive","2018-03-16","6741900","8","8","88246,L6Q,000"
"Passive","2017-08-31","4067924","8","7","88486,112,848"
"Promoter","2018-03-15","6741920","10","10","88522,L6Q,000"
"Promoter","2017-11-28","5506606","10","10","88984,010,618"
"Promoter","2017-03-28","1887777","9","10","89656,211,788"
"Promoter","2017-10-27","4913364","10","10","89863,227,000"
"Detractor","2017-02-13","1519511","5","9","90425,442,000"
"Detractor","2018-01-25","6088831","0","2","90551,004,000"
"Promoter","2017-03-13","1772276","10","10","91068,122,000"
"Promoter","2017-06-30","3387921","10","10","91697,072,649"
"Promoter","2016-12-27","1213319","10","10","91917,250,631"
"Promoter","2017-09-15","4220233","10","10","92021,072,649"
"Promoter","2018-01-18","6037007","10","10","93814,999,738"
"Passive","2017-10-23","4775727","8","4","93978,071,724"
"Promoter","2017-07-17","3408707","10","10","94067,442,000"
"Promoter","2017-03-20","1843578","10","10","94076,842,758"
"Promoter","2017-05-03","2392865","10","10","94292,842,758"
"Detractor","2018-04-18","7375188","0","0","94311,999,738"
"Promoter","2017-11-02","5019340","9","9","TS000026098"
"Detractor","2018-02-20","6425034","3","8","TS000073644"
"Passive","2018-02-24","6425244","8","8","TS000095987"
"Detractor","2018-03-20","6796931","5","7","TS000121720"
"Promoter","2018-03-09","6692187","10","10","TS000122457"
"Promoter","2018-04-17","7314472","10","10","TS000126449"
"Detractor","2018-03-14","6711507","0","10","TS000133599"
"Promoter","2018-03-19","6797105","10","10","TS000134516"
"Promoter","2018-03-22","6879413","10","10","TS000147328"
"Detractor","2018-05-14","8027972","5","10","TS000802722"
"Promoter","2018-04-26","7546342","10","10","TS000814687"
"Detractor","2018-05-15","8063774","1","9","TS000899158"
"Promoter","2018-05-11","7543199","10","10","00172,050,618"
"Promoter","2018-01-30","6139940","10","10","01346,650,706"
"Passive","2016-10-17","713818","8","8","01348,122,000"
"Promoter","2017-05-13","2497798","9","9","01704,999,724"
"Promoter","2018-03-19","6794432","10","10","03206,L6Q,000"
"Promoter","2017-02-27","1638544","10","10","03828,082,000"
"Promoter","2017-02-14","1503012","9","7","04247,082,000"
"Promoter","2018-01-30","6117581","10","10","05010,082,000"
"Promoter","2018-04-23","7461914","10","10","07868,122,000"
"Promoter","2017-10-06","4663482","9","9","08219,122,000"
"Detractor","2017-04-27","2322490","5","4","08654,122,000"
"Promoter","2017-03-20","1772420","10","10","09121,659,760"
"Promoter","2017-07-31","3646722","9","2","09477,442,000"
"Promoter","2016-12-05","1048033","10","10","09625,999,649"
"Promoter","2018-04-10","7139576","10","10","10027,000,754"
"Promoter","2017-03-13","1702373","10","10","10706,635,760"
"Detractor","2017-06-21","3236588","6","7","11233,635,760"
"Promoter","2016-12-07","1067036","9","9","11285,227,000"
"Passive","2016-12-12","1114447","8","10","11946,227,000"
"Promoter","2017-01-16","1318621","10","10","12060,124,672"
"Passive","2018-03-01","6550541","8","8","12800,019,866"
"Promoter","2017-01-17","1323625","10","10","13201,999,706"
"Promoter","2018-03-27","6965180","9","10","13754,004,000"
"Detractor","2017-02-14","1526981","5","5","15771,841,758"
"Passive","2017-09-18","4323975","8","9","16078,122,000"
"Detractor","2017-04-13","2220716","6","5","16118,077,649"
"Detractor","2018-04-16","7231508","6","7","16316,122,000"
"Promoter","2016-10-17","662394","9","10","17544,442,000"
"Promoter","2017-10-11","4661044","10","10","17762,999,706"
"Detractor","2017-11-13","5144864","5","5","20315,999,724"
"Detractor","2017-03-24","1878710","0","9","20540,021,724"
"Passive","2017-02-21","1576283","8","8","00340,171,649"
"Promoter","2017-11-20","5351028","10","10","01357,227,000"
"Promoter","2017-01-16","1290768","10","10","01633,830,758"
"Promoter","2017-12-28","5843445","10","9","01774760"
"Passive","2017-02-23","1608250","7","6","01939,082,000"
"Passive","2017-05-15","2532305","7","6","02039,000,681"
"Promoter","2017-05-01","2367163","9","10","02587,082,000"
"Promoter","2017-02-27","1637730","9","10","03062,082,000"
"Passive","2017-07-04","3339381","8","9","03316,999,724"
"Promoter","2017-01-03","1242087","9","10","07077,L6Q,000"
"Promoter","2017-03-22","1811536","9","10","07442,999,726"
"Detractor","2016-11-08","857249","6","8","07587,019,866"
"Promoter","2018-02-12","6140201","10","10","08208,999,724"
"Promoter","2016-10-21","742862","10","10","08378,022,724"
"Detractor","2018-04-12","7246255","4","4","21380,102,616"
"Passive","2017-12-13","5737844","7","7","22501,100,838"
"Promoter","2017-08-17","3848291","9","8","22909,228,631"
"Promoter","2018-04-01","7048171","10","10","23297,SGC,821"
"Promoter","2018-03-05","6616091","10","10","24288,999,649"
"Detractor","2017-03-02","1665450","6","10","25395,004,000"
"Promoter","2016-11-28","1004087","9","9","26906,082,649"
"Promoter","2018-04-17","7266027","10","10","27070,004,000"
"Promoter","2016-11-23","962652","10","10","27203,122,000"
"Promoter","2017-10-31","4919901","10","9","27542,082,649"
"Promoter","2016-12-01","1027113","10","10","27613,999,672"
"Promoter","2017-08-16","3805618","10","10","28081,211,788"
"Promoter","2018-02-06","6230713","10","10","31194,999,866"
"Passive","2017-03-07","1677151","8","7","31632,999,796"
"Promoter","2017-05-15","2529584","10","10","32271,122,000"
"Promoter","2017-06-18","3134093","10","10","32280,999,760"
"Passive","2017-09-26","4412031","8","8","33239,442,000"
"Passive","2017-01-31","1372549","8","9","08511,L6Q,000"
"Promoter","2018-02-19","6405645","10","10","08614,656,760"
"Passive","2017-02-13","1471980","7","8","10702,999,760"
"Passive","2017-02-21","1582840","8","8","11135,999,744"
"Detractor","2017-01-31","1429278","3","3","15060,004,000"
"Promoter","2017-12-05","5628823","10","10","15377,101,616"
"Promoter","2018-01-08","5928973","10","10","15541,227,000"
"Detractor","2016-12-09","1048513","3","8","15998,122,000"
"Promoter","2017-02-06","1466092","10","10","16065,999,760"
"Promoter","2016-11-07","860721","9","10","16275,122,000"
"Promoter","2016-12-06","1045762","10","10","16623,740,740"
"Promoter","2017-03-07","1701136","9","10","18182,130,846"
"Passive","2017-11-22","5452763","8","8","19376,019,866"
"Passive","2018-02-23","6475690","7","10","19515,082,000"
"Promoter","2017-06-12","3110735","9","9","21810,999,616"
"Promoter","2017-06-20","3252577","10","10","22577,999,866"
"Detractor","2017-08-15","3805024","3","3","22905,442,000"
"Promoter","2018-02-08","6255680","10","10","23303,100,838"
"Detractor","2017-06-19","3235406","3","2","26549,L6Q,000"
"Promoter","2017-04-18","2239098","10","10","27181,082,649"
"Promoter","2018-03-06","6616211","9","9","27875,100,838"
"Promoter","2018-02-05","6140942","10","9","27889,110,846"
"Passive","2018-01-02","5870961","8","8","28296,010,618"
"Promoter","2016-12-02","1036710","10","10","28661,082,000"
"Promoter","2017-10-17","4749449","10","10","28999,082,000"
"Promoter","2018-04-14","7048347","10","10","29743,021,724"
"Passive","2017-11-27","5452729","8","8","30139,999,866"
"Promoter","2017-03-17","1811235","10","10","30595,082,000"
"Passive","2017-06-05","2991324","7","10","31294,999,760"
"Promoter","2017-05-22","2730067","10","10","33203,122,000"
"Passive","2017-08-03","3562986","8","9","33210,999,744"
"Passive","2016-12-12","1075460","8","9","33552,035,724"
"Promoter","2017-04-25","2325904","10","10","34029,035,724"
"Promoter","2017-07-17","3523500","10","10","38694,999,672"
"Promoter","2016-11-04","842527","10","10","39253,057,649"
"Promoter","2017-07-26","3593959","9","10","39717,999,672"
"Promoter","2017-07-27","3615126","10","10","40453,082,000"
"Promoter","2017-08-30","4019617","10","10","41070,140,702"
"Promoter","2017-02-27","1638467","9","9","41448,67C,760"
"Promoter","2017-09-19","4220258","10","10","43058,999,760"
"Promoter","2017-07-28","3626369","10","10","43694,082,000"
"Passive","2018-04-13","7048529","8","10","44034,082,000"
"Promoter","2016-12-05","967384","10","10","44097,442,000"
"Passive","2017-02-10","1502362","7","8","44553,057,649"
"Promoter","2018-03-21","6895695","10","10","45430,082,000"
"Promoter","2017-07-30","3623925","10","10","46011,999,672"
"Promoter","2017-03-20","1844968","9","9","46817,057,649"
"Passive","2017-10-16","4691339","8","8","48086,000,738"
"Detractor","2017-11-13","5116123","2","2","49209,004,000"
"Detractor","2017-12-12","5722629","5","5","51198,673,760"
"Promoter","2017-06-20","3256545","10","7","51715,L6Q,000"
"Promoter","2017-06-23","3316029","10","10","52413,122,000"
"Passive","2017-11-02","5079549","7","4","531173"
"Promoter","2017-08-30","4055171","10","10","53300,650,706"
"Promoter","2017-03-06","1614983","9","8","53622,228,631"
"Promoter","2017-06-12","3103834","10","9","53675,122,000"
"Promoter","2017-08-31","4085001","10","10","54652,L6Q,000"
"Detractor","2018-01-14","5930114","6","8","55254,999,760"
"Promoter","2017-09-07","4164479","10","10","56895,L6Q,000"
"Promoter","2017-08-21","3915903","10","10","57474,227,000"
"Passive","2017-09-06","4147094","8","8","58045,227,000"
"Promoter","2017-08-29","4055087","10","10","58765,227,000"
"Passive","2017-11-26","5354004","8","8","59143,633,760"
"Detractor","2018-05-13","7916417","5","6","60248,124,848"
"Promoter","2018-03-09","6709972","10","10","60569,840,758"
"Promoter","2018-05-02","7618128","10","10","34883,035,724"
"Passive","2016-11-26","975022","8","8","34889,841,758"
"Promoter","2017-09-06","4019005","9","10","35259,001,862"
"Detractor","2016-12-27","1213607","6","7","36726,999,702"
"Passive","2016-12-25","1176863","8","9","37950,999,856"
"Passive","2017-07-07","3446369","7","9","39241,999,672"
"Promoter","2018-02-19","6349267","10","10","40813,756,000"
"Promoter","2018-03-05","6622016","10","8","41127,756,000"
"Promoter","2017-11-14","5206710","10","10","42418,082,000"
"Promoter","2017-12-06","5664491","10","10","42762,999,744"
"Detractor","2017-05-09","2415053","5","5","44051,090,616"
"Promoter","2017-03-30","1968408","9","9","45084,004,000"
"Promoter","2018-04-03","7086885","10","10","45211,082,000"
"Passive","2017-11-05","4990857","8","10","45860,999,760"
"Promoter","2017-10-19","4820189","10","10","46008,004,000"
"Detractor","2018-02-25","6441053","5","5","46454,000,661"
"Promoter","2018-02-12","6280999","10","10","47520,634,760"
"Promoter","2017-12-03","5542801","10","10","48503,999,744"
"Promoter","2017-03-20","1840075","9","9","51553,227,000"
"Promoter","2017-08-24","4007730","10","10","51792,L6Q,000"
"Promoter","2017-04-07","2035047","10","10","51799,663,706"
"Passive","2017-10-11","4721904","7","8","526242"
"Promoter","2017-02-06","1400916","9","9","52995,228,631"
"Detractor","2017-05-01","2320847","5","5","53100,999,858"
"Detractor","2017-09-12","4240204","6","9","53318,L6Q,000"
"Promoter","2017-07-25","3593747","10","10","53419,999,858"
"Promoter","2017-04-26","2304023","10","10","53651,661,706"
"Promoter","2017-04-19","2281971","9","9","54764,L6Q,000"
"Promoter","2017-07-17","3507822","10","10","56121,69F,760"
"Detractor","2018-03-13","6757975","4","8","564587"
"Passive","2018-02-19","6407248","8","8","56484,999,760"
"Promoter","2017-09-10","4146914","10","10","56556,L6Q,000"
"Passive","2018-04-24","7350724","8","10","573315"
"Promoter","2017-10-10","4706216","10","10","59290,227,000"
"Promoter","2018-02-12","6298626","10","10","60262,000,738"
"Promoter","2017-05-25","2722458","10","8","60717,442,000"
"Promoter","2017-08-01","3627861","10","10","61394,082,000"
"Promoter","2017-09-01","4101627","9","10","61402,420,631"
"Passive","2017-06-23","3316464","8","9","61490,122,000"
"Promoter","2018-02-05","6213054","9","9","61984,200,838"
"Promoter","2017-03-06","1702411","10","10","62760,672,760"
"Detractor","2017-10-23","4861208","4","6","63338,L6Q,000"
"Promoter","2017-04-22","2292787","10","10","63521,227,000"
"Promoter","2018-05-01","7463809","9","8","66507,077,649"
"Passive","2016-12-18","1121335","7","7","69128,999,760"
"Promoter","2017-10-23","4861869","10","10","60592,L6Q,000"
"Promoter","2016-12-02","1005387","10","10","62248,999,631"
"Detractor","2017-01-11","1289301","6","4","62368,672,760"
"Promoter","2018-03-25","6875102","10","10","62398,999,760"
"Promoter","2017-02-14","1504000","9","9","63064,999,631"
"Detractor","2017-08-14","3788537","4","4","63582,632,760"
"Passive","2017-09-20","4347057","8","10","63991,025,724"
"Promoter","2017-11-29","5561709","10","10","65192,004,000"
"Promoter","2017-11-28","5506340","10","9","65457,999,631"
"Promoter","2018-02-28","6551160","10","10","66146,077,649"
"Promoter","2017-12-15","5753655","9","9","67157,082,000"
"Promoter","2016-10-10","651808","9","3","68287,300,624"
"Promoter","2017-10-26","4917113","10","10","68543,L6Q,000"
"Promoter","2018-01-14","5951382","9","9","70621,830,758"
"Promoter","2017-01-10","1262697","9","9","70891,215,616"
"Passive","2017-05-12","2442135","8","9","75559,082,000"
"Promoter","2017-02-27","1632678","10","10","75591,122,000"
"Promoter","2017-05-12","2496486","10","10","76059,L6Q,000"
"Promoter","2016-10-11","662490","9","9","77205,000,834"
"Promoter","2017-03-28","1913494","9","9","77641,442,000"
"Promoter","2017-07-27","3603714","10","10","80170,122,000"
"Promoter","2018-01-08","5931819","10","10","81988,082,000"
"Passive","2017-09-19","4220033","8","10","82938,999,760"
"Promoter","2018-01-16","6003130","10","10","84133,082,000"
"Promoter","2017-06-30","3388780","10","10","84382,004,000"
"Promoter","2018-02-15","6362923","10","10","85092,122,000"
"Passive","2017-11-22","5454095","8","8","85140,442,000"
"Promoter","2016-12-12","1053173","10","10","86282,100,838"
"Promoter","2017-05-08","2445864","10","10","88384,227,000"
"Promoter","2016-12-20","1145019","9","10","90063,031,724"
"Promoter","2017-08-15","3805295","10","10","90154,122,000"
"Promoter","2016-11-04","843806","10","10","90510,227,000"
"Promoter","2018-04-15","7267001","10","10","91020,693,760"
"Detractor","2017-08-14","3731492","6","6","91116,031,724"
"Promoter","2017-09-12","4147494","10","10","91186,031,724"
"Promoter","2017-10-17","4793703","10","10","91400,001,754"
"Detractor","2017-05-15","2529499","0","8","92188,122,000"
"Promoter","2018-01-31","6119543","10","10","92553,999,866"
"Promoter","2017-07-21","3522742","10","10","93485,442,000"
"Passive","2017-11-12","5147142","7","7","TS000032422"
"Promoter","2018-01-19","6050798","10","10","TS000084156"
"Promoter","2018-02-20","6425688","10","10","TS000118907"
"Promoter","2018-03-06","6624077","10","9","TS000119180"
"Passive","2018-03-28","7008497","7","7","TS000127363"
"Passive","2018-03-25","6897343","8","8","TS000149918"
"Promoter","2018-04-26","7545859","10","10","TS000177453"
"Promoter","2018-04-30","7571413","9","9","TS000827565"
"Promoter","2017-01-31","1428199","9","9","69479,227,000"
"Promoter","2018-01-19","6035841","9","9","70695,830,758"
"Promoter","2018-02-23","6476125","10","10","71057,830,758"
"Promoter","2016-10-21","741664","10","10","71365,650,758"
"Passive","2016-11-29","974127","8","8","72628,101,616"
"Promoter","2017-11-22","5453971","10","10","74319,L6Q,000"
"Promoter","2016-12-12","1072864","10","10","74909,820,758"
"Promoter","2018-01-22","6066137","9","9","75579,633,760"
"Promoter","2017-10-11","4706738","10","10","76149,075,724"
"Passive","2017-10-20","4820832","7","10","76746,057,649"
"Promoter","2017-06-02","2846849","9","10","76858,L6Q,000"
"Promoter","2016-10-13","688072","10","10","77374,000,834"
"Promoter","2017-06-19","3253901","10","10","78093,L6Q,000"
"Promoter","2017-12-21","5817741","10","10","79765,057,649"
"Promoter","2018-04-02","7087917","9","9","81723,227,000"
"Promoter","2018-04-09","7140702","10","10","82246,057,649"
"Passive","2018-02-07","6256336","8","8","85073,L6Q,000"
"Promoter","2016-12-20","1155857","9","9","87163,211,788"
"Promoter","2017-05-05","2398241","10","8","87420,227,000"
"Promoter","2017-02-28","1637180","9","9","87650,100,838"
"Passive","2018-03-02","6514495","7","7","87868,L6Q,000"
"Promoter","2017-03-30","1888113","9","9","88984,077,724"
"Promoter","2017-05-17","2533298","10","10","89139,112,848"
"Passive","2017-03-13","1695318","7","9","90332,031,724"
"Promoter","2017-02-21","1526682","10","10","90410,031,724"
"Promoter","2017-04-04","2012068","10","10","90617,031,724"
"Promoter","2017-03-19","1771784","10","10","90641,999,738"
"Promoter","2017-01-16","1317271","10","10","90748,072,649"
"Promoter","2017-08-30","4068585","10","10","91220,082,000"
"Promoter","2016-11-22","907869","10","10","91747,250,631"
"Promoter","2017-02-24","1576237","10","10","92385,442,000"
"Promoter","2017-08-23","3992948","9","8","93209,122,000"
"Passive","2016-11-21","950109","8","9","93345,227,000"
"Passive","2017-09-18","4238728","7","7","94335,842,758"
"Passive","2018-04-24","7351937","8","8","TS000031004"
"Passive","2018-02-06","6244394","7","8","TS000089385"
"Promoter","2018-03-06","6515135","9","9","TS000111529"
"Promoter","2018-03-12","6692087","10","10","TS000114169"
"Detractor","2018-04-24","7465975","4","7","TS000160279"
"Promoter","2018-04-25","7219293","10","10","TS000162788"
"Promoter","2018-04-11","7233870","10","10","TS000171644"
"Detractor","2018-05-06","7702587","3","2","TS000612919"
"Promoter","2016-12-06","1054345","10","10","00171,077,724"
"Passive","2016-10-11","665607","8","9","00407,070,724"
"Promoter","2016-10-17","688219","10","10","01635,122,000"
"Promoter","2017-03-06","1678660","10","10","02353,830,758"
"Promoter","2018-03-15","6794473","10","9","04221,135,672"
"Promoter","2017-08-01","3661590","10","10","04530,004,000"
"Detractor","2017-06-23","3315254","2","0","04752,227,000"
"Promoter","2017-03-03","1638647","9","9","05005,421,631"
"Promoter","2017-08-21","3917247","10","10","05331,421,631"
"Promoter","2018-01-30","6123082","10","10","06729,766,766"
"Passive","2017-08-01","3626794","7","7","06745,442,000"
"Promoter","2018-03-23","6851012","9","10","07654,442,000"
"Promoter","2017-08-14","3771383","9","8","09005,999,724"
"Passive","2017-02-07","1466566","8","8","09694,019,866"
"Promoter","2016-12-05","1054604","10","10","10550,227,000"
"Promoter","2017-04-11","2010908","10","9","12202,999,649"
"Promoter","2018-01-19","6035565","9","10","01832851"
"Promoter","2017-08-01","3647318","10","10","02992,227,000"
"Promoter","2017-03-16","1799033","10","10","05849,SGC,668"
"Promoter","2017-04-18","2219952","10","10","05870,SGC,668"
"Detractor","2017-06-29","3332898","2","1","06273,999,756"
"Passive","2017-04-18","2259377","8","7","06913,122,000"
"Promoter","2017-06-19","3257972","10","10","09349,082,000"
"Passive","2016-12-19","1156429","8","10","10596,999,760"
"Detractor","2018-02-15","6296863","1","1","12307,019,866"
"Passive","2017-07-06","3437558","7","8","15033,019,866"
"Promoter","2018-04-06","7157740","9","9","15069,250,631"
"Promoter","2017-06-02","2845912","10","10","16158,122,000"
"Promoter","2018-02-12","6297088","9","8","16257,082,000"
"Promoter","2017-05-16","2528535","9","9","16855,740,740"
"Passive","2016-11-14","886770","8","10","16933,035,649"
"Passive","2017-02-03","1452182","8","9","13047,004,000"
"Promoter","2018-04-24","7411561","10","10","13599,442,000"
"Promoter","2017-03-14","1766799","10","10","14351,999,706"
"Promoter","2018-04-04","7006670","10","10","15033,082,000"
"Passive","2017-03-28","1838314","8","8","15285,999,866"
"Promoter","2016-10-31","818057","10","10","15873,122,000"
"Promoter","2016-11-04","835549","10","10","16568,740,740"
"Promoter","2017-08-06","3695327","10","10","16969,999,760"
"Promoter","2017-08-23","3976075","9","9","17103,999,706"
"Detractor","2016-10-31","817441","0","0","17672,442,000"
"Promoter","2017-02-10","1465721","9","9","18977,L6Q,000"
"Detractor","2017-01-28","1408029","5","0","20436,003,756"
"Promoter","2018-01-29","6088274","10","10","20860,112,848"
"Passive","2017-09-07","4164194","8","7","20908,021,724"
"Passive","2017-10-27","4911504","8","9","21042,021,724"
"Promoter","2018-04-12","7246318","10","10","22859,L6Q,000"
